|Query ID|Prediction
3659|9855|3
3660|3735|3
3661|449|12
3662|12072|18
3663|10725|0
3664|4528|16
3665|7601|17
3666|9250|17
3667|4429|19
3668|6698|6
3669|2074|19
3670|2673|16
3671|1459|6
3672|383|14
3673|11631|19
3674|7799|14
3675|10808|16
3676|1046|3
3677|1440|3
3678|1425|0
3679|10938|14
3680|3620|12
3681|7067|13
3682|2562|14
3683|6485|2
3684|5873|0
3685|11033|17
3686|4711|12
3687|7096|19
3688|5048|2
3689|8566|5
3690|6830|4
3691|7035|0
3692|1327|14
3693|9838|17
3694|5031|16
3695|4742|4
3696|7913|3
3697|8731|4
3698|9188|7
3699|10617|7
3700|6932|16
3701|756|13
3702|3615|5
3703|5615|1
3704|182|4
3705|10723|4
3706|6138|8
3707|7838|0
3708|1374|9
3709|11179|9
3710|5557|12
3711|8613|8
3712|6291|3
3713|11428|4
3714|10292|13
3715|4233|0
3716|12669|18
3717|859|17
3718|8337|9
3719|8857|19
3720|8228|14
3721|1313|17
3722|9337|6
3723|11167|11
3724|8142|7
3725|8979|6
3726|2752|10
3727|10937|7
3728|6723|3
3729|5629|9
3730|5054|14
3731|1332|5
3732|7059|14
3733|364|9
3734|9806|18
3735|794|15
3736|4235|13
3737|9759|16
3738|2677|4
3739|9971|0
3740|8446|0
3741|432|14
3742|1788|3
3743|3101|17
3744|11508|18
3745|8854|3
3746|10691|9
3747|8576|2
3748|5876|5
3749|8200|7
3750|8672|4
3751|910|9
3752|9946|4
3753|2738|3
3754|7427|17
3755|11323|7
3756|8424|16
3757|9651|5
3758|2161|16
3759|6129|19
3760|9145|2
3761|1105|5
3762|8967|13
3763|7181|2
3764|2369|12
3765|11364|7
3766|11196|9
3767|2790|16
3768|5742|8
3769|3676|1
3770|6102|3
3771|6945|2
3772|3084|15
3773|1254|13
3774|3803|10
3775|8991|2
3776|7441|16
3777|6917|13
3778|10637|7
3779|3918|7
3780|8436|9
3781|4567|9
3782|20|6
3783|253|3
3784|9461|4
3785|6940|4
3786|11465|0
3787|3451|6
3788|663|14
3789|1615|5
3790|3887|14
3791|5885|0
3792|5526|12
3793|2324|17
3794|12211|18
3795|3930|1
3796|1890|6
3797|9780|15
3798|1512|0
3799|8315|9
3800|3021|17
3801|8288|19
3802|11518|0
3803|1694|2
3804|1075|0
3805|4680|7
3806|8579|9
3807|6839|5
3808|6036|6
3809|3927|0
3810|2410|14
3811|9041|13
3812|3446|3
3813|7212|15
3814|6899|18
3815|1680|6
3816|5907|15
3817|4079|7
3818|6650|19
3819|6988|10
3820|10272|7
3821|5990|3
3822|2475|4
3823|3118|16
3824|2591|0
3825|4995|2
3826|4242|17
3827|10824|13
3828|10461|10
3829|6593|11
3830|9074|18
3831|2268|17
3832|3619|6
3833|212|14
3834|7137|17
3835|9772|2
3836|7256|2
3837|6632|12
3838|4515|3
3839|10137|11
3840|8267|6
3841|4909|0
3842|8105|7
3843|2758|18
3844|1570|8
3845|11017|0
3846|7583|16
3847|10335|3
3848|4186|14
3849|2267|17
3850|1414|8
3851|6463|16
3852|1665|7
3853|9419|12
3854|11015|14
3855|2319|3
3856|195|2
3857|2540|14
3858|4911|13
3859|225|18
3860|5810|8
3861|8213|3
3862|11731|13
3863|2829|8
3864|2102|16
3865|1356|6
3866|6002|17
3867|3953|14
3868|11357|1
3869|8955|8
3870|7169|0
3871|53|2
3872|9278|15
3873|10517|2
3874|805|4
3875|3744|9
3876|1515|12
3877|9646|9
3878|2889|12
3879|10244|7
3880|3914|9
3881|728|6
3882|4733|19
3883|8604|17
3884|1234|17
3885|3551|2
3886|7380|15
3887|4894|11
3888|6530|19
3889|3097|8
3890|8359|4
3891|2139|16
3892|9281|15
3893|6860|7
3894|1123|19
3895|3644|2
3896|10094|10
3897|6982|15
3898|5339|4
3899|5813|9
3900|128|17
3901|11191|2
3902|9284|6
3903|185|9
3904|3332|8
3905|4400|11
3906|9143|8
3907|2729|3
3908|8263|17
3909|5030|18
3910|3664|15
3911|2091|9
3912|3318|2
3913|28|4
3914|46|2
3915|9373|19
3916|7517|2
3917|5989|11
3918|4218|2
3919|2683|16
3920|2322|16
3921|6395|6
3922|9092|3
3923|4587|8
3924|4520|16
3925|705|7
3926|2633|14
3927|9408|0
3928|792|3
3929|4810|10
3930|3608|3
3931|4615|3
3932|1730|2
3933|3550|14
3934|1393|11
3935|294|10
3936|5321|5
3937|6898|19
3938|1924|15
3939|623|12
3940|6211|17
3941|817|14
3942|832|13
3943|4585|5
3944|413|19
3945|11057|6
3946|4076|19
3947|1968|9
3948|6216|13
3949|10889|0
3950|7252|18
3951|10509|12
3952|6213|3
3953|1209|13
3954|11019|11
3955|12384|8
3956|5183|16
3957|8906|10
3958|4953|3
3959|10525|0
3960|9440|9
3961|10416|17
3962|9162|17
3963|2310|2
3964|1135|8
3965|7374|7
3966|8244|4
3967|3811|4
3968|4572|17
3969|11176|9
3970|9214|10
3971|9972|13
3972|10257|10
3973|1645|0
3974|9869|2
3975|11759|19
3976|3954|12
3977|3819|3
3978|2414|9
3979|2836|5
3980|9700|16
3981|1341|3
3982|435|3
3983|4451|9
3984|2638|4
3985|4992|17
3986|7307|13
3987|2016|9
3988|5995|1
3989|10367|16
3990|4149|3
3991|10515|3
3992|7704|4
3993|9679|4
3994|9546|6
3995|3631|15
3996|1972|9
3997|4011|5
3998|3132|12
3999|3481|7
4000|8479|2
4001|347|0
4002|7194|4
4003|4448|0
4004|246|3
4005|6666|2
4006|8025|15
4007|999|6
4008|10695|2
4009|4968|13
4010|11183|9
4011|7659|4
4012|10833|0
4013|7390|7
4014|2888|2
4015|676|17
4016|8287|15
4017|11111|3
4018|654|10
4019|9054|7
4020|7671|0
4021|1260|16
4022|1864|8
4023|2242|17
4024|5308|12
4025|8630|15
4026|6092|4
4027|780|6
4028|9849|3
4029|9234|7
4030|4621|7
4031|1963|12
4032|4096|18
4033|10254|14
4034|6850|10
4035|3455|8
4036|103|13
4037|2671|18
4038|5921|2
4039|6737|14
4040|5843|18
4041|8716|17
4042|7718|7
4043|7210|7
4044|4545|7
4045|221|18
4046|9788|17
4047|4661|13
4048|3605|3
4049|2147|2
4050|10459|12
4051|7538|9
4052|3233|18
4053|9891|7
4054|10085|7
4055|10611|6
4056|4996|9
4057|516|16
4058|11628|0
4059|10548|15
4060|1794|5
4061|11246|17
4062|10764|18
4063|7636|18
4064|5345|0
4065|4613|3
4066|871|5
4067|11189|14
4068|9763|15
4069|5261|5
4070|5117|9
4071|9904|14
4072|6259|14
4073|10505|16
4074|2601|12
4075|4525|9
4076|801|17
4077|7757|12
4078|3777|3
4079|8738|9
4080|7812|4
4081|6941|12
4082|2213|5
4083|2582|6
4084|330|17
4085|7758|4
4086|9632|6
4087|9850|8
4088|6824|15
4089|8787|16
4090|9534|7
4091|11718|0
4092|7381|7
4093|420|3
4094|8965|11
4095|3050|16
4096|4099|4
4097|8374|14
4098|1988|0
4099|7576|17
4100|10531|2
4101|7242|4
4102|6849|9
4103|1867|15
4104|11414|1
4105|1559|18
4106|9876|3
4107|9272|9
4108|9913|1
4109|8333|4
4110|11084|17
4111|6710|4
4112|4544|10
4113|2314|15
4114|9347|2
4115|7875|6
4116|2865|17
4117|4103|7
4118|8167|17
4119|5798|16
4120|9118|0
4121|928|16
4122|10251|7
4123|11137|8
4124|517|4
4125|1754|19
4126|6579|11
4127|3692|17
4128|9826|19
4129|5304|4
4130|6905|17
4131|3882|6
4132|5025|7
4133|5760|17
4134|3703|14
4135|1919|19
4136|5887|7
4137|4430|13
4138|6821|14
4139|10428|12
4140|8972|9
4141|5545|8
4142|4080|0
4143|4699|15
4144|4339|2
4145|3864|1
4146|903|14
4147|8752|2
4148|275|17
4149|4707|7
4150|1176|16
4151|12131|19
4152|9973|13
4153|9275|3
4154|3933|5
4155|7018|2
4156|1817|14
4157|5721|10
4158|6326|9
4159|2780|4
4160|7856|17
4161|11018|17
4162|145|0
4163|8126|14
4164|11358|10
4165|3098|12
4166|1324|17
4167|9610|17
4168|4263|2
4169|3498|11
4170|10229|9
4171|8497|10
4172|10396|16
4173|11817|0
4174|4914|4
4175|520|2
4176|4363|7
4177|4823|17
4178|10793|3
4179|4247|6
4180|8145|3
4181|5847|13
4182|996|9
4183|7665|3
4184|8443|6
4185|5351|13
4186|10093|3
4187|1518|5
4188|4375|16
4189|9231|9
4190|8643|9
4191|1055|18
4192|234|5
4193|5679|11
4194|9744|0
4195|4000|13
4196|1285|14
4197|712|0
4198|1338|11
4199|3127|17
4200|1247|15
4201|4508|19
4202|11247|13
4203|8301|4
4204|2870|14
4205|10677|11
4206|3095|14
4207|7916|7
4208|11291|13
4209|5725|11
4210|1387|9
4211|3389|6
4212|1883|11
4213|8080|3
4214|5946|4
4215|2529|4
4216|3049|15
4217|8217|9
4218|5611|11
4219|3941|3
4220|6406|2
4221|4872|16
4222|2815|6
4223|11072|0
4224|165|4
4225|3836|9
4226|769|18
4227|4020|13
4228|3787|7
4229|10134|9
4230|7069|6
4231|7496|6
4232|7803|13
4233|2693|17
4234|1537|3
4235|8165|10
4236|8969|17
4237|10316|16
4238|8898|6
4239|4622|13
4240|5194|0
4241|8065|19
4242|6784|13
4243|2034|2
4244|4822|10
4245|6392|17
4246|9124|0
4247|2627|8
4248|1373|2
4249|4323|14
4250|8683|8
4251|3885|11
4252|2163|5
4253|3459|3
4254|2251|2
4255|4841|13
4256|6533|4
4257|8044|14
4258|260|12
4259|7136|0
4260|725|5
4261|10688|2
4262|5151|11
4263|8813|3
4264|6826|14
4265|9699|2
4266|3792|9
4267|2908|9
4268|10870|7
4269|6128|6
4270|7032|4
4271|283|11
4272|2779|9
4273|7783|19
4274|10575|18
4275|3100|7
4276|8237|4
4277|3867|15
4278|379|17
4279|10279|13
4280|11149|3
4281|974|19
4282|3036|6
4283|1551|17
4284|11841|13
4285|2041|4
4286|2937|10
4287|9722|7
4288|154|19
4289|10614|16
4290|7057|6
4291|9004|8
4292|8078|18
4293|7195|15
4294|11294|13
4295|3699|1
4296|5132|17
4297|7559|15
4298|9042|13
4299|6834|19
4300|2782|0
4301|7108|3
4302|10777|9
4303|7818|4
4304|678|15
4305|8420|13
4306|9267|18
4307|8946|3
4308|10885|14
4309|7291|12
4310|3877|9
4311|5287|2
4312|208|3
4313|5871|16
4314|7351|15
4315|4869|1
4316|11489|13
4317|5528|17
4318|4029|2
4319|2628|2
4320|4582|9
4321|1194|3
4322|6416|17
4323|4016|17
4324|5349|14
4325|9098|8
4326|276|6
4327|8572|14
4328|3130|0
4329|4835|5
4330|8975|0
4331|3578|17
4332|2364|1
4333|1565|13
4334|1920|3
4335|6249|5
4336|5341|7
4337|3226|14
4338|1714|16
4339|9062|17
4340|747|5
4341|6120|4
4342|9860|6
4343|11285|16
4344|2285|6
4345|1494|14
4346|7567|8
4347|3957|19
4348|8524|16
4349|7574|13
4350|6411|13
4351|5028|5
4352|10209|13
4353|10483|11
4354|4489|17
4355|7828|9
4356|10197|15
4357|4560|15
4358|8257|11
4359|6908|17
4360|7846|3
4361|8317|0
4362|11444|10
4363|2060|19
4364|8285|5
4365|1124|14
4366|140|7
4367|670|16
4368|7266|8
4369|5369|16
4370|11523|18
4371|6000|4
4372|7362|11
4373|9304|2
4374|1366|0
4375|2249|10
4376|7173|18
4377|7428|8
4378|9158|13
4379|3858|11
4380|7965|0
4381|3698|19
4382|11218|6
4383|3249|14
4384|5491|4
4385|2821|5
4386|4762|16
4387|9152|2
4388|5560|6
4389|5666|12
4390|5683|18
4391|553|6
4392|7061|13
4393|10542|11
4394|2723|16
4395|7940|2
4396|1483|17
4397|7830|12
4398|9587|7
4399|11322|10
4400|11355|3
4401|1349|3
4402|1207|12
4403|5775|5
4404|5492|11
4405|3905|1
4406|10228|9
4407|9802|17
4408|8049|13
4409|5334|4
4410|6685|1
4411|11396|10
4412|10967|13
4413|10340|0
4414|1947|9
4415|10559|12
4416|2742|16
4417|1841|3
4418|345|0
4419|1056|11
4420|10835|11
4421|4871|11
4422|1174|16
4423|2744|18
4424|10276|4
4425|5483|2
4426|1147|10
4427|12767|8
4428|5840|19
4429|9290|5
4430|6641|7
4431|9912|0
4432|2772|14
4433|1574|5
4434|4388|4
4435|5149|12
4436|8553|2
4437|8491|13
4438|2905|10
4439|3891|16
4440|2066|14
4441|1185|14
4442|4483|3
4443|1084|1
4444|5348|4
4445|6493|3
4446|10839|15
4447|10144|2
4448|4034|5
4449|4790|0
4450|8283|6
4451|7814|19
4452|5894|13
4453|9355|9
4454|8505|11
4455|4576|6
4456|4982|18
4457|8251|5
4458|1475|3
4459|8115|9
4460|5481|16
4461|6730|13
4462|4072|6
4463|10381|3
4464|1179|19
4465|4757|18
4466|8502|7
4467|6505|2
4468|8461|16
4469|7510|12
4470|3353|10
4471|5315|14
4472|7376|6
4473|1674|15
4474|6887|16
4475|8239|0
4476|5959|16
4477|2065|14
4478|7743|16
4479|3869|3
4480|10473|17
4481|6009|12
4482|611|0
4483|9467|12
4484|10447|10
4485|376|16
4486|362|9
4487|4128|11
4488|8636|18
4489|7092|17
4490|8403|2
4491|9195|7
4492|7880|6
4493|3468|7
4494|3628|12
4495|4389|16
4496|7679|7
4497|2593|16
4498|9239|15
4499|4442|1
4500|6566|13
4501|11569|12
4502|9619|9
4503|5952|19
4504|1426|4
4505|9769|5
4506|1849|0
4507|9676|12
4508|10681|9
4509|9002|12
4510|9005|7
4511|9623|14
4512|7260|17
4513|2644|4
4514|97|14
4515|7248|10
4516|8011|17
4517|1595|3
4518|10855|9
4519|5036|14
4520|4888|19
4521|8378|3
4522|150|17
4523|6178|16
4524|8815|19
4525|8982|6
4526|5479|16
4527|2417|17
4528|5157|14
4529|7118|13
4530|829|14
4531|4088|13
4532|1708|4
4533|8222|13
4534|476|4
4535|9922|3
4536|2479|15
4537|5759|17
4538|11423|1
4539|9548|12
4540|1630|3
4541|2735|13
4542|1676|3
4543|8942|1
4544|8211|17
4545|5418|17
4546|7492|9
4547|4178|17
4548|8084|2
4549|3490|10
4550|3728|18
4551|1161|13
4552|5723|17
4553|5190|3
4554|1015|12
4555|4348|14
4556|4405|4
4557|1908|4
4558|8657|17
4559|7259|8
4560|7097|12
4561|10402|14
4562|1281|16
4563|11277|19
4564|5191|9
4565|6044|17
4566|3596|7
4567|6192|5
4568|7253|5
4569|2423|14
4570|4413|13
4571|3845|14
4572|4266|16
4573|2434|19
4574|7790|18
4575|1777|14
4576|8123|7
4577|9069|17
4578|955|2
4579|2933|7
4580|10248|13
4581|7389|1
4582|2726|0
4583|11217|19
4584|8274|17
4585|1696|16
4586|4495|3
4587|9370|1
4588|4713|16
4589|6944|3
4590|2741|12
4591|7205|7
4592|2483|3
4593|4471|15
4594|10834|14
4595|7409|11
4596|5487|12
4597|8308|16
4598|1699|11
4599|7491|13
4600|10597|4
4601|7476|5
4602|5357|10
4603|7744|13
4604|4291|15
4605|4801|15
4606|5644|17
4607|8347|6
4608|2820|9
4609|3371|18
4610|160|16
4611|8286|14
4612|10082|19
4613|5857|10
4614|2903|16
4615|4261|7
4616|3034|0
4617|6222|2
4618|1853|5
4619|8428|14
4620|7573|1
4621|9470|0
4622|8560|19
4623|8883|4
4624|5145|13
4625|7654|6
4626|11533|10
4627|9810|19
4628|7179|3
4629|5412|7
4630|7668|13
4631|2323|2
4632|643|14
4633|6345|16
4634|9960|7
4635|10676|13
4636|723|11
4637|10225|9
4638|7480|0
4639|10755|0
4640|8680|14
4641|6318|17
4642|8005|10
4643|4773|7
4644|5288|0
4645|5417|17
4646|3750|9
4647|7327|12
4648|4866|5
4649|3109|2
4650|1724|11
4651|589|1
4652|9728|0
4653|2558|9
4654|11501|7
4655|8772|14
4656|2996|1
4657|9190|13
4658|5846|9
4659|4150|15
4660|11165|15
4661|7342|1
4662|9964|2
4663|3227|12
4664|6203|8
4665|5805|4
4666|2464|8
4667|4990|13
4668|5747|13
4669|11304|14
4670|8270|16
4671|10130|0
4672|3287|14
4673|7746|14
4674|9475|2
4675|10588|10
4676|1552|17
4677|2504|12
4678|660|12
4679|5085|15
4680|6501|9
4681|6934|8
4682|11010|4
4683|3121|16
4684|6614|13
4685|2247|17
4686|7241|0
4687|8809|13
4688|10136|4
4689|2291|12
4690|5975|4
4691|7535|10
4692|7779|9
4693|9424|1
4694|4015|14
4695|7043|11
4696|9701|14
4697|3509|16
4698|8435|4
4699|11855|18
4700|1442|7
4701|1564|17
4702|5749|6
4703|1990|1
4704|8701|15
4705|8248|10
4706|8120|0
4707|10418|5
4708|6647|2
4709|10660|1
4710|2553|8
4711|62|6
4712|8961|2
4713|8995|10
4714|3202|17
4715|4356|4
4716|7217|14
4717|9316|8
4718|2493|14
4719|6570|17
4720|6440|19
4721|9443|3
4722|11096|9
4723|6866|3
4724|9261|15
4725|5152|12
4726|8181|17
4727|7648|7
4728|8440|9
4729|677|10
4730|6476|12
4731|3429|4
4732|5150|2
4733|10556|15
4734|4196|10
4735|6624|15
4736|10999|9
4737|4385|17
4738|2745|10
4739|3271|6
4740|8547|16
4741|5154|13
4742|6397|7
4743|4843|15
4744|5272|13
4745|3715|7
4746|337|9
4747|7858|12
4748|6260|9
4749|1449|14
4750|4259|2
4751|9634|4
4752|10600|15
4753|6402|4
4754|512|1
4755|8836|19
4756|7360|13
4757|6221|1
4758|4978|16
4759|6342|13
4760|7446|11
4761|9731|18
4762|1992|2
4763|569|14
4764|7943|11
4765|6396|14
4766|1819|13
4767|3730|17
4768|7686|14
4769|4384|9
4770|11426|16
4771|10958|9
4772|2938|19
4773|4097|18
4774|5444|13
4775|112|16
4776|3705|3
4777|2979|16
4778|11996|0
4779|11549|16
4780|1845|2
4781|6914|6
4782|3968|5
4783|4863|18
4784|9359|14
4785|2473|17
4786|10916|1
4787|11030|13
4788|5070|0
4789|1822|9
4790|7141|15
4791|4983|5
4792|5700|17
4793|708|17
4794|1558|16
4795|1678|2
4796|10334|10
4797|88|3
4798|4293|13
4799|258|14
4800|124|4
4801|8453|19
4802|3215|18
4803|11580|0
4804|1875|7
4805|1436|7
4806|6901|8
4807|3769|3
4808|7110|4
4809|12126|1
4810|1568|6
4811|2572|19
4812|3304|3
4813|632|3
4814|9839|10
4815|11255|3
4816|5566|12
4817|8656|14
4818|7401|16
4819|5829|18
4820|5801|14
4821|6136|7
4822|6229|14
4823|10072|12
4824|6020|17
4825|3734|4
4826|9748|14
4827|9000|15
4828|4883|10
4829|2940|12
4830|961|9
4831|352|7
4832|2257|14
4833|4345|16
4834|4374|6
4835|10430|15
4836|7557|12
4837|4394|9
4838|9827|9
4839|7243|3
4840|8405|17
4841|5986|13
4842|3079|7
4843|7816|0
4844|0|13
4845|6039|13
4846|6315|15
4847|8758|15
4848|6947|4
4849|2544|14
4850|7237|10
4851|9235|4
4852|1741|16
4853|11606|3
4854|4754|4
4855|6890|17
4856|3518|0
4857|2026|9
4858|3465|4
4859|5927|18
4860|9583|6
4861|2187|9
4862|2238|9
4863|9500|17
4864|1887|15
4865|1367|2
4866|6424|2
4867|7302|19
4868|1663|3
4869|2834|15
4870|5832|0
4871|4024|16
4872|3463|12
4873|5447|17
4874|215|3
4875|5684|11
4876|3979|17
4877|3886|4
4878|2579|3
4879|7598|3
4880|4538|19
4881|4236|0
4882|10450|11
4883|10577|12
4884|38|17
4885|5958|15
4886|940|1
4887|627|11
4888|6695|2
4889|9570|8
4890|816|17
4891|6198|12
4892|1411|5
4893|12137|18
4894|8512|1
4895|2964|11
4896|4251|13
4897|4273|15
4898|7906|11
4899|1060|2
4900|4035|14
4901|6733|17
4902|8085|7
4903|8837|15
4904|7909|16
4905|937|13
4906|3124|13
4907|9931|9
4908|2706|9
4909|2305|18
4910|3898|16
4911|3594|16
4912|8556|3
4913|3461|16
4914|3805|3
4915|4377|5
4916|1603|3
4917|7719|17
4918|745|16
4919|1159|0
4920|9140|2
4921|2269|13
4922|415|7
4923|6433|14
4924|10|10
4925|6296|17
4926|716|17
4927|3023|12
4928|7939|19
4929|547|7
4930|3147|9
4931|137|6
4932|6024|19
4933|8810|18
4934|3506|12
4935|3083|1
4936|1639|2
4937|11173|17
4938|7617|2
4939|10763|14
4940|645|9
4941|11298|1
4942|2132|5
4943|11123|3
4944|156|12
4945|4836|2
4946|10703|13
4947|4799|12
4948|486|9
4949|6992|10
4950|11729|1
4951|7605|13
4952|10837|17
4953|10679|17
4954|4815|2
4955|10420|9
4956|7420|1
4957|3637|10
4958|7842|5
4959|5933|12
4960|9984|11
4961|1792|16
4962|5210|3
4963|7282|4
4964|2125|19
4965|2339|7
4966|3552|15
4967|431|4
4968|3533|10
4969|8006|5
4970|4176|7
4971|6886|7
4972|2600|10
4973|1275|14
4974|4839|15
4975|4797|10
4976|3678|11
4977|4503|4
4978|8776|10
4979|2718|4
4980|6041|14
4981|244|3
4982|2700|6
4983|2031|14
4984|690|2
4985|10533|13
4986|6242|17
4987|219|1
4988|2508|13
4989|10370|13
4990|1834|16
4991|5177|7
4992|7288|13
4993|6403|16
4994|550|17
4995|10030|2
4996|3585|17
4997|12250|8
4998|9203|12
4999|2655|3
5000|898|17
5001|4984|19
5002|298|17
5003|3556|0
5004|1503|4
5005|5745|15
5006|5475|13
5007|9386|4
5008|4563|16
5009|4965|18
5010|1535|17
5011|2283|13
5012|5393|13
5013|1917|18
5014|689|14
5015|1028|17
5016|8370|9
5017|3800|12
5018|3910|17
5019|2027|13
5020|1255|5
5021|3701|4
5022|16|9
5023|5081|6
5024|775|3
5025|5705|4
5026|6164|16
5027|1267|17
5028|1824|4
5029|7606|19
5030|7877|15
5031|9501|14
5032|10457|10
5033|9880|4
5034|6494|4
5035|3648|0
5036|3044|10
5037|1740|13
5038|11110|3
5039|2611|2
5040|2411|13
5041|9289|7
5042|10992|1
5043|5531|16
5044|9168|18
5045|57|8
5046|9944|14
5047|9047|2
5048|5019|18
5049|5015|14
5050|8936|0
5051|4607|3
5052|3366|7
5053|11424|13
5054|3284|18
5055|5364|12
5056|6425|5
5057|4019|14
5058|10608|19
5059|3726|19
5060|1233|15
5061|5206|10
5062|6759|15
5063|7780|8
5064|1162|11
5065|7735|16
5066|4828|2
5067|682|9
5068|4161|9
5069|3497|1
5070|11473|18
5071|9307|3
5072|220|11
5073|1912|16
5074|1310|13
5075|8486|14
5076|10942|8
5077|2819|3
5078|1182|7
5079|2533|11
5080|4404|3
5081|12005|19
5082|3209|2
5083|5253|17
5084|6859|13
5085|8650|2
5086|5363|11
5087|6732|19
5088|4858|0
5089|4032|2
5090|9695|13
5091|2061|19
5092|3210|3
5093|1022|16
5094|3171|6
5095|7620|16
5096|7859|14
5097|7273|4
5098|10896|0
5099|6080|4
5100|4084|4
5101|9285|13
5102|11312|15
5103|8090|14
5104|11558|0
5105|527|17
5106|3245|6
5107|2561|16
5108|8922|3
5109|2955|9
5110|2052|8
5111|11374|19
5112|9793|14
5113|7565|0
5114|11024|14
5115|2120|9
5116|11547|10
5117|8493|8
5118|2692|13
5119|5672|4
5120|8875|13
5121|6109|4
5122|11568|18
5123|4254|16
5124|8033|8
5125|5529|9
5126|500|3
5127|4461|4
5128|8821|5
5129|1172|14
5130|8700|14
5131|166|14
5132|10068|4
5133|4403|19
5134|9164|14
5135|10598|13
5136|3388|4
5137|2846|10
5138|7328|17
5139|1219|2
5140|9800|12
5141|4114|17
5142|4399|17
5143|6253|0
5144|7867|4
5145|7732|13
5146|6414|14
5147|4878|10
5148|784|14
5149|6607|10
5150|7146|13
5151|8038|3
5152|8866|2
5153|1062|7
5154|7263|4
5155|10470|16
5156|8907|0
5157|1132|17
5158|408|10
5159|10735|11
5160|1709|17
5161|5098|12
5162|4069|10
5163|7499|6
5164|6779|5
5165|6869|2
5166|7487|10
5167|7429|17
5168|11772|0
5169|3924|3
5170|495|19
5171|6823|14
5172|8394|9
5173|6638|17
5174|6173|14
5175|8801|17
5176|4723|3
5177|192|2
5178|7501|16
5179|4133|10
5180|3424|17
5181|8697|14
5182|7355|2
5183|9066|17
5184|1134|2
5185|7652|1
5186|4126|14
5187|4237|1
5188|8242|11
5189|7922|14
5190|12362|18
5191|1090|16
5192|5113|6
5193|7807|1
5194|11459|0
5195|11162|10
5196|5432|13
5197|8985|17
5198|5558|10
5199|3915|9
5200|4592|7
5201|12090|5
5202|2868|5
5203|10107|4
5204|2545|6
5205|7693|0
5206|2525|3
5207|4907|13
5208|5833|7
5209|5023|3
5210|8484|3
5211|2864|0
5212|11062|14
5213|5408|9
5214|6330|3
5215|6137|2
5216|3174|16
5217|5124|18
5218|6599|14
5219|3965|2
5220|4415|14
5221|6421|17
5222|9422|17
5223|3655|12
5224|10054|1
5225|9782|18
5226|10003|5
5227|3570|3
5228|2947|3
5229|7947|2
5230|5326|7
5231|10034|10
5232|2654|19
5233|5982|6
5234|142|8
5235|7678|0
5236|1892|17
5237|7395|15
5238|2666|2
5239|11764|8
5240|5328|16
5241|2145|1
5242|5127|12
5243|10009|15
5244|7682|2
5245|4282|4
5246|5550|6
5247|11272|17
5248|100|0
5249|6775|14
5250|6766|17
5251|5263|17
5252|1805|4
5253|3330|0
5254|3911|10
5255|6186|4
5256|1626|2
5257|285|17
5258|2528|9
5259|2841|0
5260|3416|15
5261|2443|17
5262|6464|14
5263|6490|14
5264|6118|17
5265|237|1
5266|7835|19
5267|9786|15
5268|10574|13
5269|9478|2
5270|7223|18
5271|2859|4
5272|2394|14
5273|1795|0
5274|8193|1
5275|7607|0
5276|5228|12
5277|72|1
5278|395|18
5279|7279|9
5280|1643|6
5281|11288|18
5282|5609|3
5283|7697|18
5284|1585|17
5285|2367|10
5286|7924|16
5287|5464|3
5288|5908|10
5289|1375|9
5290|5951|10
5291|9469|10
5292|5118|3
5293|5182|17
5294|7954|14
5295|2030|18
5296|5716|13
5297|1030|2
5298|6381|12
5299|11617|1
5300|4722|14
5301|4614|3
5302|3396|17
5303|1188|15
5304|6581|7
5305|8591|15
5306|634|15
5307|5180|7
5308|5342|19
5309|6273|13
5310|2080|4
5311|2272|16
5312|10601|13
5313|5941|0
5314|5592|17
5315|3718|12
5316|2619|9
5317|8098|10
5318|10917|10
5319|6362|15
5320|8273|7
5321|10930|17
5322|7408|7
5323|2566|3
5324|8755|9
5325|8330|15
5326|9150|16
5327|3383|11
5328|9930|19
5329|11021|14
5330|9451|16
5331|3837|4
5332|1821|14
5333|5943|13
5334|4265|9
5335|2189|17
5336|2878|7
5337|2363|17
5338|3343|6
5339|4846|0
5340|3529|14
5341|7604|0
5342|821|10
5343|11441|1
5344|11202|7
5345|104|6
5346|2108|14
5347|11094|0
5348|5312|11
5349|9846|9
5350|7632|9
5351|11590|18
5352|4931|4
5353|482|5
5354|4392|14
5355|3706|2
5356|8131|17
5357|5931|9
5358|1039|18
5359|7074|2
5360|4857|10
5361|2312|7
5362|10091|12
5363|6613|4
5364|10306|7
5365|2021|2
5366|6508|19
5367|7115|1
5368|1960|9
5369|12011|11
5370|11229|14
5371|1231|6
5372|10527|11
5373|11238|14
5374|3486|18
5375|6874|15
5376|8910|16
5377|3553|0
5378|3932|14
5379|1242|6
5380|354|17
5381|3020|10
5382|4732|9
5383|4561|4
5384|10018|0
5385|12060|14
5386|2182|8
5387|3111|10
5388|8318|3
5389|2927|14
5390|7810|6
5391|2228|0
5392|6488|4
5393|7907|3
5394|9580|1
5395|6255|6
5396|2698|14
5397|1237|16
5398|4700|9
5399|3339|19
5400|3378|14
5401|4296|17
5402|4267|9
5403|2658|14
5404|9997|11
5405|9184|2
5406|3504|2
5407|374|13
5408|10400|7
5409|6603|18
5410|2097|18
5411|9711|16
5412|2025|3
5413|2379|2
5414|2550|5
5415|6130|11
5416|4108|7
5417|381|10
5418|5613|18
5419|9217|16
5420|3313|15
5421|9325|16
5422|610|18
5423|2754|2
5424|2009|2
